Chrome	r5.49Start	r5.49Stop	DistBetween	LengthGene1	LengthGene2
2R	11460641	11461496	0	1703	855
2R	11501607	11537815	40111	855	36208
2R	11544823	11564174	7008	36208	19351
2R	11564723	11566444	549	19351	1721
2R	11566931	11567585	487	1721	654
2R	11568065	11569982	480	654	1917
2R	11570221	11574925	239	1917	4704
2R	11572509	11573587	0	4704	1078
2R	11574893	11576490	1306	1078	1597
2R	11577348	11578519	858	1597	1171
2R	11578657	11579680	138	1171	1023
2R	11579953	11581256	273	1023	1303
2R	11581597	11582737	341	1303	1140
2R	11582891	11583983	154	1140	1092
2R	11584309	11585515	326	1092	1206
2R	11586231	11589199	716	1206	2968
2R	11599102	11600149	9903	2968	1047
2R	11614903	11649549	14754	1047	34646
2R	11650070	11704509	521	34646	54439
2R	11706619	11708600	2110	54439	1981
2R	11714198	11722560	5598	1981	8362
2R	11730265	11734865	7705	8362	4600
2R	11736111	11743150	1246	4600	7039
2R	11743466	11745027	316	7039	1561
2R	11745256	11750251	229	1561	4995
2R	11751809	11756650	1558	4995	4841
2R	11757559	11809623	909	4841	52064
2R	11810545	11819434	922	52064	8889
2R	11819675	11822330	241	8889	2655
2R	11822373	11823443	43	2655	1070
2R	11823398	11827578	0	1070	4180
2R	11828206	11828988	628	4180	782
2R	11830386	11834772	1398	782	4386
2R	11831548	11832072	0	4386	524
2R	11834438	11877003	2366	524	42565
2R	11842545	11844141	0	42565	1596
2R	11877188	11878791	33047	1596	1603
2R	11878872	11879880	81	1603	1008
2R	11879915	11881212	35	1008	1297
2R	11879931	11888765	0	1297	8834
2R	11888628	11894413	0	8834	5785
2R	11894396	11895160	0	5785	764
2R	11895877	11901329	717	764	5452
2R	11896906	11898850	0	5452	1944
2R	11901309	11902285	2459	1944	976
2R	11902483	11903559	198	976	1076
2R	11903547	11904659	0	1076	1112
2R	11905244	11912139	585	1112	6895
2R	11912133	11915666	0	6895	3533
2R	11916108	11917596	442	3533	1488
2R	11919465	11933760	1869	1488	14295
2R	11935177	11946972	1417	14295	11795
2R	11968681	11986045	21709	11795	17364
2R	11986811	11990108	766	17364	3297
2R	11990191	11994734	83	3297	4543
2R	11994945	11997520	211	4543	2575
2R	11997836	12004501	316	2575	6665
2R	12004614	12006654	113	6665	2040
2R	12007311	12010278	657	2040	2967
2R	12010989	12012082	711	2967	1093
2R	12012488	12025743	406	1093	13255
2R	12025857	12029439	114	13255	3582
2R	12029737	12030443	298	3582	706
2R	12030655	12033415	212	706	2760
2R	12033411	12037121	0	2760	3710
2R	12033411	12037121	0	3710	3710
2R	12037628	12057024	507	3710	19396
2R	12044772	12046299	0	19396	1527
2R	12057105	12058366	10806	1527	1261
2R	12058617	12065812	251	1261	7195
2R	12066331	12072608	519	7195	6277
2R	12072627	12074011	19	6277	1384
2R	12074089	12081782	78	1384	7693
2R	12081562	12083807	0	7693	2245
2R	12083889	12084433	82	2245	544
2R	12084547	12087060	114	544	2513
2R	12086931	12090388	0	2513	3457
2R	12090834	12109298	446	3457	18464
2R	12109617	12110132	319	18464	515
2R	12110719	12118189	587	515	7470
2R	12114031	12117379	0	7470	3348
2R	12117722	12121591	343	3348	3869
2R	12121863	12122441	272	3869	578
2R	12124277	12124986	1836	578	709
2R	12125608	12128222	622	709	2614
2R	12128441	12129439	219	2614	998
2R	12130650	12147000	1211	998	16350
2R	12149789	12152126	2789	16350	2337
2R	12152180	12154464	54	2337	2284
2R	12154465	12159483	1	2284	5018
2R	12159619	12164840	136	5018	5221
2R	12165294	12165902	454	5221	608
2R	12167520	12167975	1618	608	455
2R	12168455	12169134	480	455	679
2R	12169135	12170451	1	679	1316
2R	12170940	12174955	489	1316	4015
2R	12175091	12175738	136	4015	647
2R	12175713	12176474	0	647	761
2R	12176830	12178838	356	761	2008
2R	12178958	12179774	120	2008	816
2R	12179769	12181631	0	816	1862
2R	12181903	12184737	272	1862	2834
2R	12197072	12203725	12335	2834	6653
2R	12203817	12208222	92	6653	4405
2R	12208320	12209577	98	4405	1257
2R	12209693	12212306	116	1257	2613
2R	12212318	12224142	12	2613	11824
2R	12223595	12228760	0	11824	5165
2R	12228756	12231684	0	5165	2928
2R	12231882	12233333	198	2928	1451
2R	12233343	12235003	10	1451	1660
2R	12235119	12236032	116	1660	913
2R	12241729	12242720	5697	913	991
2R	12247235	12251029	4515	991	3794
2R	12251056	12251812	27	3794	756
2R	12268063	12268657	16251	756	594
2R	12274029	12319263	5372	594	45234
2R	12302320	12306903	0	45234	4583
2R	12302320	12306903	0	4583	4583
2R	12319749	12320688	12846	4583	939
2R	12321353	12323459	665	939	2106
2R	12330741	12332350	7282	2106	1609
2R	12333491	12335019	1141	1609	1528
2R	12355714	12356439	20695	1528	725
2R	12372346	12373057	15907	725	711
2R	12374179	12375306	1122	711	1127
2R	12375558	12376687	252	1127	1129
2R	12378605	12380738	1918	1129	2133
2R	12384394	12386934	3656	2133	2540
2R	12387701	12420934	767	2540	33233
2R	12422455	12424591	1521	33233	2136
2R	12439765	12445991	15174	2136	6226
2R	12446072	12452763	81	6226	6691
2R	12453552	12457625	789	6691	4073
2R	12457618	12458756	0	4073	1138
2R	12459604	12461659	848	1138	2055
2R	12462084	12464087	425	2055	2003
2R	12466981	12472953	2894	2003	5972
2R	12473599	12474237	646	5972	638
2R	12474550	12476686	313	638	2136
2R	12477023	12482218	337	2136	5195
2R	12482533	12492716	315	5195	10183
2R	12486253	12487916	0	10183	1663
2R	12495159	12512399	7243	1663	17240
2R	12512798	12527516	399	17240	14718
2R	12528748	12538630	1232	14718	9882
2R	12538600	12540204	0	9882	1604
2R	12540710	12542551	506	1604	1841
2R	12542820	12555183	269	1841	12363
2R	12557831	12559341	2648	12363	1510
2R	12559557	12560330	216	1510	773
2R	12560966	12618889	636	773	57923
2R	12579203	12581260	0	57923	2057
2R	12624316	12625355	43056	2057	1039
2R	12632055	12632609	6700	1039	554
2R	12632728	12634067	119	554	1339
2R	12635565	12636077	1498	1339	512
2R	12636411	12636952	334	512	541
2R	12637308	12637827	356	541	519
2R	12638281	12638974	454	519	693
2R	12639004	12660002	30	693	20998
2R	12642606	12643328	0	20998	722
2R	12654342	12656743	11014	722	2401
2R	12660376	12661440	3633	2401	1064
2R	12661811	12663179	371	1064	1368
2R	12665870	12666499	2691	1368	629
2R	12667410	12670676	911	629	3266
2R	12671196	12679981	520	3266	8785
2R	12680162	12680585	181	8785	423
2R	12680621	12683912	36	423	3291
2R	12704096	12705082	20184	3291	986
2R	12713037	12714153	7955	986	1116
2R	12714377	12715310	224	1116	933
2R	12730801	12732543	15491	933	1742
2R	12737963	12741606	5420	1742	3643
2R	12741482	12742843	0	3643	1361
2R	12743725	12749243	882	1361	5518
2R	12748826	12755219	0	5518	6393
2R	12755727	12756634	508	6393	907
2R	12756897	12759359	263	907	2462
2R	12759755	12760413	396	2462	658
2R	12760522	12761266	109	658	744
2R	12761284	12762453	18	744	1169
2R	12762229	12783156	0	1169	20927
2R	12767778	12772005	0	20927	4227
2R	12786088	12789083	14083	4227	2995
2R	12812160	12832631	23077	2995	20471
2R	12833060	12834736	429	20471	1676
2R	12835163	12835729	427	1676	566
2R	12835802	12842770	73	566	6968
2R	12845007	12846436	2237	6968	1429
2R	12846448	12847652	12	1429	1204
2R	12861465	12883566	13813	1204	22101
2R	12883496	12886099	0	22101	2603
2R	12883496	12886099	0	2603	2603
2R	12886115	12887631	16	2603	1516
2R	12887749	12889446	118	1516	1697
2R	12889499	12891104	53	1697	1605
2R	12891068	12892654	0	1605	1586
2R	12892956	12895006	302	1586	2050
2R	12895411	12903391	405	2050	7980
2R	12903851	12907057	460	7980	3206
2R	12907549	12914208	492	3206	6659
2R	12914746	12932158	538	6659	17412
2R	12919992	12921432	0	17412	1440
2R	12919992	12921432	0	1440	1440
2R	12932248	12934273	10816	1440	2025
2R	12934344	12936299	71	2025	1955
2R	12936380	12941360	81	1955	4980
2R	12941508	12946810	148	4980	5302
2R	12942048	12944329	0	5302	2281
2R	12947213	12950139	2884	2281	2926
2R	12950282	12954051	143	2926	3769
2R	12953476	12974747	0	3769	21271
2R	12975939	12979462	1192	21271	3523
2R	12979515	12980575	53	3523	1060
2R	12980751	12987006	176	1060	6255
2R	12987746	12995047	740	6255	7301
2R	12996352	13001866	1305	7301	5514
2R	13010398	13011742	8532	5514	1344
2R	13012267	13013887	525	1344	1620
2R	13013912	13014528	25	1620	616
2R	13016338	13017839	1810	616	1501
2R	13021662	13022357	3823	1501	695
2R	13023962	13024408	1605	695	446
2R	13024746	13026337	338	446	1591
2R	13026956	13027430	619	1591	474
2R	13042204	13042815	14774	474	611
2R	13044039	13045821	1224	611	1782
2R	13045830	13046536	9	1782	706
2R	13047659	13048330	1123	706	671
2R	13052589	13054148	4259	671	1559
2R	13082708	13084664	28560	1559	1956
2R	13104054	13266881	19390	1956	162827
2R	13133274	13133782	0	162827	508
2R	13134035	13134888	253	508	853
2R	13144661	13145391	9773	853	730
2R	13282101	13292678	136710	730	10577
2R	13292809	13294930	131	10577	2121
2R	13295763	13297705	833	2121	1942
2R	13300269	13301274	2564	1942	1005
2R	13301476	13307104	202	1005	5628
2R	13307938	13313192	834	5628	5254
2R	13313175	13314984	0	5254	1809
2R	13315447	13316820	463	1809	1373
2R	13316858	13318465	38	1373	1607
2R	13318545	13319724	80	1607	1179
2R	13319615	13332443	0	1179	12828
2R	13328109	13329994	0	12828	1885
2R	13332688	13334988	2694	1885	2300
2R	13336038	13340099	1050	2300	4061
2R	13340924	13343234	825	4061	2310
2R	13343269	13343666	35	2310	397
2R	13343979	13344634	313	397	655
2R	13345186	13353085	552	655	7899
2R	13353384	13356681	299	7899	3297
2R	13357129	13362634	448	3297	5505
2R	13362719	13363572	85	5505	853
2R	13366629	13369633	3057	853	3004
2R	13369501	13371531	0	3004	2030
2R	13372502	13380680	971	2030	8178
2R	13381267	13383504	587	8178	2237
2R	13389862	13396150	6358	2237	6288
2R	13399028	13401364	2878	6288	2336
2R	13401710	13404950	346	2336	3240
2R	13404766	13405688	0	3240	922
2R	13405728	13406532	40	922	804
2R	13406529	13423371	0	804	16842
2R	13423718	13426647	347	16842	2929
2R	13426827	13431858	180	2929	5031
2R	13432725	13433905	867	5031	1180
2R	13433895	13434999	0	1180	1104
2R	13435329	13443644	330	1104	8315
2R	13444560	13450790	916	8315	6230
2R	13451111	13451570	321	6230	459
2R	13451845	13453357	275	459	1512
2R	13453284	13455950	0	1512	2666
2R	13456232	13459827	282	2666	3595
2R	13459601	13460287	0	3595	686
2R	13460964	13462484	677	686	1520
2R	13462484	13469031	0	1520	6547
2R	13469512	13471514	481	6547	2002
2R	13473140	13473824	1626	2002	684
2R	13473930	13478387	106	684	4457
2R	13478469	13479386	82	4457	917
2R	13479309	13480014	0	917	705
2R	13480296	13491966	282	705	11670
2R	13482772	13484914	0	11670	2142
2R	13492456	13526639	7542	2142	34183
2R	13515994	13521018	0	34183	5024
2R	13521302	13521680	284	5024	378
2R	13535037	13541801	13357	378	6764
2R	13553183	13556749	11382	6764	3566
2R	13556905	13557505	156	3566	600
2R	13556910	13558253	0	600	1343
2R	13558814	13560148	561	1343	1334
2R	13560344	13571000	196	1334	10656
2R	13571102	13578327	102	10656	7225
2R	13572223	13573053	0	7225	830
2R	13573348	13573915	295	830	567
2R	13577779	13582856	3864	567	5077
2R	13583281	13585866	425	5077	2585
2R	13590840	13606832	4974	2585	15992
2R	13609844	13610886	3012	15992	1042
2R	13610818	13612561	0	1042	1743
2R	13612535	13614305	0	1743	1770
2R	13614443	13620492	138	1770	6049
2R	13614477	13620492	0	6049	6015
2R	13621924	13624769	1432	6015	2845
2R	13625357	13627162	588	2845	1805
2R	13627398	13631480	236	1805	4082
2R	13631606	13633366	126	4082	1760
2R	13633000	13635616	0	1760	2616
2R	13636440	13637644	824	2616	1204
2R	13637803	13640719	159	1204	2916
2R	13641052	13643923	333	2916	2871
2R	13644922	13648022	999	2871	3100
2R	13648438	13652065	416	3100	3627
2R	13652077	13654712	12	3627	2635
2R	13654670	13655263	0	2635	593
2R	13655313	13657411	50	593	2098
2R	13657910	13660057	499	2098	2147
2R	13661469	13669417	1412	2147	7948
2R	13673642	13676072	4225	7948	2430
2R	13675912	13676914	0	2430	1002
2R	13677197	13679953	283	1002	2756
2R	13680387	13685633	434	2756	5246
2R	13690294	13729584	4661	5246	39290
2R	13730947	13748087	1363	39290	17140
2R	13734204	13735949	0	17140	1745
2R	13740800	13741801	4851	1745	1001
2R	13748265	13749096	6464	1001	831
2R	13748998	13753397	0	831	4399
2R	13753827	13759515	430	4399	5688
2R	13761452	13813097	1937	5688	51645
2R	13765110	13767362	0	51645	2252
2R	13767812	13769719	450	2252	1907
2R	13774718	13777477	4999	1907	2759
2R	13781187	13781847	3710	2759	660
2R	13782583	13783083	736	660	500
2R	13842900	13844075	59817	500	1175
2R	13862622	13895370	18547	1175	32748
2R	13906171	13907297	10801	32748	1126
2R	13907754	13909911	457	1126	2157
2R	13930409	13931249	20498	2157	840
2R	13931551	13932565	302	840	1014
2R	13933903	13934989	1338	1014	1086
2R	13935617	13936417	628	1086	800
2R	13936309	13937230	0	800	921
2R	13937731	13939610	501	921	1879
2R	13940052	13941569	442	1879	1517
2R	13943568	13944564	1999	1517	996
2R	13950209	13981138	5645	996	30929
2R	13981228	13982405	90	30929	1177
2R	13982457	13988536	52	1177	6079
2R	13988566	13995891	30	6079	7325
2R	13997490	13997999	1599	7325	509
2R	14005401	14013337	7402	509	7936
2R	14013810	14015715	473	7936	1905
2R	14016005	14017751	290	1905	1746
2R	14017808	14022136	57	1746	4328
2R	14022919	14027495	783	4328	4576
2R	14027583	14034696	88	4576	7113
2R	14034802	14035499	106	7113	697
2R	14035601	14038892	102	697	3291
2R	14039209	14041565	317	3291	2356
2R	14042350	14045697	785	2356	3347
2R	14045762	14047815	65	3347	2053
2R	14048225	14051714	410	2053	3489
2R	14052199	14054645	485	3489	2446
2R	14054732	14055885	87	2446	1153
2R	14054760	14055885	0	1153	1125
2R	14055918	14060112	33	1125	4194
2R	14061174	14062749	1062	4194	1575
2R	14062760	14067702	11	1575	4942
2R	14068001	14070024	299	4942	2023
2R	14069940	14071595	0	2023	1655
2R	14071887	14080356	292	1655	8469
2R	14075227	14075794	0	8469	567
2R	14076483	14077159	689	567	676
2R	14095260	14096483	18101	676	1223
2R	14120268	14123816	23785	1223	3548
2R	14163112	14164698	39296	3548	1586
2R	14164944	14165658	246	1586	714
2R	14165703	14244801	45	714	79098
2R	14176593	14182217	0	79098	5624
2R	14182264	14183163	47	5624	899
2R	14183433	14184161	270	899	728
2R	14184575	14185256	414	728	681
2R	14185686	14186408	430	681	722
2R	14186822	14187577	414	722	755
2R	14190450	14191482	2873	755	1032
2R	14270209	14270737	78727	1032	528
2R	14271457	14271883	720	528	426
2R	14272070	14272416	187	426	346
2R	14272417	14273093	1	346	676
2R	14274102	14274535	1009	676	433
2R	14275625	14275995	1090	433	370
2R	14276600	14276963	605	370	363
2R	14277463	14277752	500	363	289
2R	14277847	14278114	95	289	267
2R	14281170	14282787	3056	267	1617
2R	14284143	14285031	1356	1617	888
2R	14285898	14286728	867	888	830
2R	14286998	14287880	270	830	882
2R	14288222	14288972	342	882	750
2R	14290771	14291591	1799	750	820
2R	14292125	14292843	534	820	718
2R	14293518	14294266	675	718	748
2R	14294425	14295193	159	748	768
2R	14296516	14297340	1323	768	824
2R	14297296	14299024	0	824	1728
2R	14299511	14308629	487	1728	9118
2R	14308915	14313732	286	9118	4817
2R	14313935	14317838	203	4817	3903
2R	14318031	14327986	193	3903	9955
2R	14328470	14333031	484	9955	4561
2R	14334075	14336925	1044	4561	2850
2R	14334075	14336925	0	2850	2850
2R	14334860	14338545	0	2850	3685
2R	14338773	14340241	228	3685	1468
2R	14340242	14341967	1	1468	1725
2R	14344467	14385516	2500	1725	41049
2R	14391115	14392349	5599	41049	1234
2R	14402081	14413944	9732	1234	11863
2R	14414937	14423263	993	11863	8326
2R	14424272	14426924	1009	8326	2652
2R	14427090	14436472	166	2652	9382
2R	14441624	14499260	5152	9382	57636
2R	14500587	14501759	1327	57636	1172
2R	14501715	14502521	0	1172	806
2R	14502587	14503504	66	806	917
2R	14503493	14505823	0	917	2330
2R	14504197	14506832	0	2330	2635
2R	14507971	14512553	1139	2635	4582
2R	14509050	14510491	0	4582	1441
2R	14512772	14515223	2281	1441	2451
2R	14515399	14516784	176	2451	1385
2R	14517420	14519403	636	1385	1983
2R	14519833	14526775	430	1983	6942
2R	14528476	14545706	1701	6942	17230
2R	14545920	14549053	214	17230	3133
2R	14552467	14553250	3414	3133	783
2R	14555026	14561037	1776	783	6011
2R	14566185	14574280	5148	6011	8095
2R	14574877	14576146	597	8095	1269
2R	14575637	14593310	0	1269	17673
2R	14584139	14584759	0	17673	620
2R	14593487	14595728	8728	620	2241
2R	14595652	14598365	0	2241	2713
2R	14598896	14599457	531	2713	561
2R	14605634	14642026	6177	561	36392
2R	14615328	14617763	0	36392	2435
2R	14625997	14626648	8234	2435	651
2R	14626636	14629163	0	651	2527
2R	14630022	14631121	859	2527	1099
2R	14631311	14632501	190	1099	1190
2R	14642500	14644588	9999	1190	2088
2R	14644579	14648587	0	2088	4008
2R	14649263	14662172	676	4008	12909
2R	14662916	14664671	744	12909	1755
2R	14663174	14664481	0	1755	1307
2R	14670806	14682105	6325	1307	11299
2R	14682123	14684181	18	11299	2058
2R	14684769	14691232	588	2058	6463
2R	14695841	14702514	4609	6463	6673
2R	14706972	14709755	4458	6673	2783
2R	14709693	14717204	0	2783	7511
2R	14717836	14720746	632	7511	2910
2R	14720877	14722276	131	2910	1399
2R	14722771	14724347	495	1399	1576
2R	14724326	14734124	0	1576	9798
2R	14734363	14738184	239	9798	3821
2R	14738366	14739468	182	3821	1102
2R	14739390	14740494	0	1102	1104
2R	14740939	14742614	445	1104	1675
2R	14743272	14745443	658	1675	2171
2R	14747880	14749576	2437	2171	1696
2R	14750367	14750765	791	1696	398
2R	14753270	14753765	2505	398	495
2R	14754895	14755400	1130	495	505
2R	14755353	14755672	0	505	319
2R	14765899	14847000	10227	319	81101
2R	14796505	14799219	0	81101	2714
2R	14856910	14858656	57691	2714	1746
2R	14858814	14860042	158	1746	1228
2R	14860117	14864767	75	1228	4650
2R	14865019	14866784	252	4650	1765
2R	14874846	14896469	8062	1765	21623
2R	14909830	14920147	13361	21623	10317
2R	14922997	14923892	2850	10317	895
2R	14942736	14943429	18844	895	693
2R	14946926	14948575	3497	693	1649
2R	14954660	15009463	6085	1649	54803
2R	14981772	14983679	0	54803	1907
2R	15009735	15016746	26056	1907	7011
2R	15017099	15021223	353	7011	4124
2R	15021222	15031646	0	4124	10424
2R	15024882	15028539	0	10424	3657
2R	15029140	15050124	601	3657	20984
2R	15051652	15065728	1528	20984	14076
2R	15066259	15114705	531	14076	48446
2R	15114835	15116118	130	48446	1283
2R	15116570	15131256	452	1283	14686
2R	15137266	15138419	6010	14686	1153
2R	15138532	15139171	113	1153	639
2R	15140050	15140690	879	639	640
2R	15147414	15149799	6724	640	2385
2R	15157583	15168901	7784	2385	11318
2R	15168923	15171476	22	11318	2553
2R	15172056	15172724	580	2553	668
2R	15172900	15174235	176	668	1335
2R	15175488	15176500	1253	1335	1012
2R	15176614	15177357	114	1012	743
2R	15177607	15178467	250	743	860
2R	15178610	15179708	143	860	1098
2R	15180034	15192013	326	1098	11979
2R	15192668	15194689	655	11979	2021
2R	15194952	15198197	263	2021	3245
2R	15198653	15244030	456	3245	45377
2R	15218394	15222693	0	45377	4299
2R	15229314	15233259	6621	4299	3945
2R	15245037	15250629	11778	3945	5592
2R	15251146	15254799	517	5592	3653
2R	15254753	15261207	0	3653	6454
2R	15262818	15267679	1611	6454	4861
2R	15268048	15272470	369	4861	4422
2R	15273428	15276823	958	4422	3395
2R	15277633	15279405	810	3395	1772
2R	15279368	15283477	0	1772	4109
2R	15283720	15284279	243	4109	559
2R	15284537	15312454	258	559	27917
2R	15312578	15318068	124	27917	5490
2R	15318164	15324774	96	5490	6610
2R	15324991	15329403	217	6610	4412
2R	15329854	15331014	451	4412	1160
2R	15331687	15332563	673	1160	876
2R	15332590	15333797	27	876	1207
2R	15334824	15339122	1027	1207	4298
2R	15340014	15343032	892	4298	3018
2R	15343675	15373191	643	3018	29516
2R	15343675	15347029	0	29516	3354
2R	15372999	15374342	25970	3354	1343
2R	15374551	15379351	209	1343	4800
2R	15379592	15381630	241	4800	2038
2R	15381501	15384361	0	2038	2860
2R	15385257	15387877	896	2860	2620
2R	15387800	15388828	0	2620	1028
2R	15390573	15391773	1745	1028	1200
2R	15395672	15396949	3899	1200	1277
2R	15397273	15398976	324	1277	1703
2R	15399178	15401076	202	1703	1898
2R	15405369	15519013	4293	1898	113644
2R	15439576	15440177	0	113644	601
2R	15481295	15484371	41118	601	3076
2R	15524165	15524905	39794	3076	740
2R	15530452	15531203	5547	740	751
2R	15533988	15535150	2785	751	1162
2R	15545078	15547104	9928	1162	2026
2R	15549941	15551243	2837	2026	1302
2R	15551424	15557356	181	1302	5932
2R	15558124	15560982	768	5932	2858
2R	15568272	15568878	7290	2858	606
2R	15570029	15570478	1151	606	449
2R	15573111	15575583	2633	449	2472
2R	15585228	15586016	9645	2472	788
2R	15586347	15586822	331	788	475
2R	15587678	15588573	856	475	895
2R	15590635	15591300	2062	895	665
2R	15599850	15600461	8550	665	611
2R	15600919	15601481	458	611	562
2R	15601581	15602373	100	562	792
2R	15656966	15658738	54593	792	1772
2R	15670989	15671525	12251	1772	536
2R	15703059	15703709	31534	536	650
2R	15714410	15720473	10701	650	6063
2R	15752222	15756219	31749	6063	3997
2R	15766333	15768425	10114	3997	2092
2R	15832463	15833194	64038	2092	731
2R	15834726	15835585	1532	731	859
2R	15838938	15839456	3353	859	518
2R	15866749	15872255	27293	518	5506
2R	15891124	15892492	18869	5506	1368
2R	15999016	16004437	106524	1368	5421
2R	16033638	16034329	29201	5421	691
2R	16099109	16100124	64780	691	1015
2R	16119336	16122438	19212	1015	3102
2R	16123740	16126706	1302	3102	2966
2R	16126075	16126904	0	2966	829
